,Sentence_id,pmid,sentence,tag
8318,840,20605898, Serum E2 and urinary E1G and PdG concentrations declined significantly across the intervention period (time; P &lt; 0,results
8319,840,20605898,"05), whereas SHBG increased transiently (time; P &lt; 0",results
8320,840,20605898,"05) in the EX + CR subjects, with no significant changes observed in the LC group",results
8321,840,20605898, The decrease in E1G area under the curve was significantly related to the daily energy deficit (R =0,results
8322,840,20605898,61; P = 0,results
8323,840,20605898,"003), not the amount of weight lost",results
8324,840,20605898, There was no significant impact of the intervention on menstrual cyclicity or the incidence of menstrual disturbances in either group,results
8325,840,20605898,,results
8326,841,18166837,"Of 145 subjects randomized, 126 (63/arm) satisfied all inclusion criteria and were included in the analysis",results
8327,841,18166837, A linear regression showed that the video intervention was significantly associated with patients' self-assessed likelihood to enroll score measured at 2-week follow-up (p = 0,results
8328,841,18166837,019),results
8329,841,18166837," Although statistically insignificant, enrollment rates were found to be higher in the intervention arm for therapeutic trials alone (17",results
8330,841,18166837,5% versus 11,results
8331,841,18166837,1%) and for therapeutic and nontherapeutic trials combined (25,results
8332,841,18166837,4% versus 15,results
8333,841,18166837,9%),results
8334,841,18166837,,results
8335,842,21608221,The pathological effective rate was 83,results
8336,842,21608221,2% (99/119) in the treated group and 60,results
8337,842,21608221,"9% (67/110) in the control group, showing significant difference between the two groups (P &lt;0",results
8338,842,21608221,05),results
8339,842,21608221," The total acids and free acids in the gastric juice were significantly improved, contents of lactic acid and nitrite were significantly lowered in the two groups",results
8340,842,21608221," Both contents of carcinoembryonic antigen (CEA), carbohydrate antigen19-9 (CA19-9), carbohydrate antigen72-4 (CA72-4), and carbohydrate antigen125 (CA125) in the gastric juice and serum were significantly lowered after treatment in the treated group (P&lt;0",results
8341,842,21608221,05),results
8342,842,21608221," Compared with the normal control group, the therapeutic effect was more obvious in the treated group (P&lt;0",results
8343,842,21608221,05),results
8344,842,21608221,,results
8345,843,12050092,"Smoking cessation was greater for the BF arm than the Enhanced Usual Care arm (19% versus 10%, respectively; P &lt; 0",results
8346,843,12050092,006) at 6 months but not at 12 months,results
8347,843,12050092,,results
8348,844,28001305,Viewing the culturally tailored decision aid significantly increased African American patients' knowledge of colorectal cancer screening recommendations and options,results
8349,844,28001305, It also significantly reduced their decisional conflict and improved their self-advocacy,results
8350,844,28001305," No significant differences were observed in participants' attitudes, norms, or intentions",results
8351,844,28001305," At three months, 23% of all patients had completed a colonoscopy",results
8352,844,28001305,,results
8353,845,16579250,Preoperatively the two groups were similar except that A was more fatigued than B,results
8354,845,16579250," By postoperative day seven fatigue had increased compared to preoperatively, more in B than A, but by day 30 and 90 there were no significant differences between groups",results
8355,845,16579250, All indices of physical function decreased postoperative day seven and were at the preoperative level day 90 with no significant differences between groups in change in function,results
8356,845,16579250, Day seven the change in knee extension strength tended to be lower in B than A but by day 30 changes were similar in both groups,results
8357,845,16579250,,results
8358,846,17450417,Five risk behaviors decreased significantly more (p&lt;0,results
8359,846,17450417,01) in the EG than in the CG: Smoking (OR=0,results
8360,846,17450417,"662), drinking (OR=0",results
8361,846,17450417,"504), diet (OR=0",results
8362,846,17450417,"542), weight (OR=0",results
8363,846,17450417,"698), and sun (OR=0",results
8364,846,17450417,389),results
8365,846,17450417, The TCBR indicator also decreased an average of nearly 5 points (28,results
8366,846,17450417,42 vs,results
8367,846,17450417, 23,results
8368,846,17450417,"82), significantly more (p&lt;0",results
8369,846,17450417,001) in the EG,results
8370,846,17450417,,results
8371,847,19949016,Analysis of covariance was used to compare outcomes for groups at 12 weeks adjusted for baseline values and potential confounders,results
8372,847,19949016," Patients undergoing exercise showed an increase in lean mass compared with usual care (total body, P = ",results
8373,847,19949016,"047; upper limb, P &lt; ",results
8374,847,19949016,"001; lower limb, P = ",results
8375,847,19949016,019) and similarly better muscle strength (P &lt; ,results
8376,847,19949016,"01), 6-meter walk time (P = ",results
8377,847,19949016,"024), and 6-meter backward walk time (P = ",results
8378,847,19949016,039),results
8379,847,19949016, Exercise also improved several aspects of quality of life including general health (P = ,results
8380,847,19949016,022) and reduced fatigue (P = ,results
8381,847,19949016,021) and decreased levels of C-reactive protein (P = ,results
8382,847,19949016,008),results
8383,847,19949016, There were no adverse events during the testing or exercise intervention program,results
8384,847,19949016,,results
8385,848,27494528,Patients with a more advanced breast cancer were less likely to show reductions on the Insomnia Severity Index (ISI) and increased sleep efficiency at posttreatment,results
8386,848,27494528, Patients using an antidepressant medication showed a larger reduction of ISI scores and a higher rate of insomnia remission,results
8387,848,27494528, Remission of insomnia was also significantly more likely in individuals with a higher annual income,results
8388,848,27494528," When using a multivariate binary classification tree analysis, the best and unique predictor of insomnia remission was having a less severe baseline ISI score",results
8389,848,27494528,,results
8390,849,9863121,The effective rate (CR + PR) in the combined group was 91,results
8391,849,9863121,"96% and survival rates of 1-, 3- and 5-year were 85",results
8392,849,9863121,"7%, 54",results
8393,849,9863121,5% and 29,results
8394,849,9863121,"5% respectively, and median survival time was 554 days",results
8395,849,9863121, In control group the effective rate was 72,results
8396,849,9863121,"73% and 1-, 3- and 5-year survival rates were 76",results
8397,849,9863121,"4%, 38",results
8398,849,9863121,2% and 18,results
8399,849,9863121,"2% respectively, and the median survival time was 465 days",results
8400,849,9863121, The difference of effective rates or 3-year survival rates between two groups was significant (P &lt; 0,results
8401,849,9863121,05),results
8402,849,9863121," In the combined group the activity of NK cell, OKT3, OKT4 and ratio of OKT4/OKT8 were obviously raised after treatment (P &lt; 0",results
8403,849,9863121,01),results
8404,849,9863121, And the level of platelet adhesion rate and the blood viscosity markedly decreased (P &lt; 0,results
8405,849,9863121,"01), but in the control group the values of these indexes did not distinctly change",results
8406,849,9863121,,results
8407,850,29736007,TCS (median 7 years postdiagnosis) completed 99% of training sessions and achieved 98% of target training intensity,results
8408,850,29736007," ANCOVA revealed that, compared to UC, HIIT significantly improved post-intervention CRF (p\u2009=\u20090",results
8409,850,29736007,"003), self-esteem (p\u2009=\u20090",results
8410,850,29736007,"029), and multiple HRQoL domains (ps\u2009\u2264\u20090",results
8411,850,29736007,05),results
8412,850,29736007, Effects on CRF (p\u2009=\u20090,results
8413,850,29736007,031) and vitality (p\u2009=\u20090,results
8414,850,29736007,015) persisted at 3-month follow-up,results
8415,850,29736007, Cardiorespiratory fitness changes mediated CRF and HRQoL improvements,results
8416,850,29736007," CRF effects were larger for TCS with an inactive lifestyle, lower fitness, higher testosterone, and clinical fatigue at baseline",results
8417,850,29736007,,results
8418,851,30062572,Complete telomere data were available in 125 participants,results
8419,851,30062572," Women were 58\u2009\u00b1\u20098 years, with BMI 33",results
8420,851,30062572,0\u2009\u00b1\u20096,results
8421,851,30062572,2\u00a0kg/m and were 2,results
8422,851,30062572,9\u2009\u00b1\u20092,results
8423,851,30062572,"5\u00a0years from diagnosis; 90% were non-Hispanic white, and 76% had stage 0/I breast cancer",results
8424,851,30062572," After 6 months, women randomized to weight loss had 3% telomere lengthening compared to 5% shortening in the usual care group (p\u2009=\u20090",results
8425,851,30062572,12),results
8426,851,30062572," Among women with stage 0/I, the intervention group experienced 7% telomere lengthening compared to 8% shortening in the usual care group (p\u2009=\u20090",results
8427,851,30062572,01),results
8428,851,30062572, No intervention effect was observed in women with stage II/III breast cancer,results
8429,851,30062572,,results
8430,852,21464779,"In the first group, 22",results
8431,852,21464779,2% of the patients with positive colonic hot spots were detected in whole-body PET-CT scans,results
8432,852,21464779," In the second group, a 34",results
8433,852,21464779,9% positive rate of colonic hot spots was visible,results
8434,852,21464779," In the third group, a 73",results
8435,852,21464779,5% positive rate was detected,results
8436,852,21464779, The positive rate in the third group is significantly higher than the percentages detected in the first and the second groups (P&lt;0,results
8437,852,21464779,01),results
8438,852,21464779,,results
8439,853,24629504,The mean fatigue score (NRS) at study entry was 6,results
8440,853,24629504,1 (SD 1,results
8441,853,24629504,7) and 36% (n = 57) had a score \u22657,results
8442,853,24629504, There were no statistically significant differences between the fatigue measures of women in the intervention and control group at T2 or T3 in the overall sample after the intervention,results
8443,853,24629504," Using an NRS cut-off of 5, there was a borderline difference for women who scored &lt;5 for chronic fatigue on FQ (p = 0",results
8444,853,24629504,062) and a significant difference for energy on LFS (p = 0,results
8445,853,24629504,042) where the women in the intervention group had less fatigue,results
8446,853,24629504," Using an NRS cut-off score of 6, there was a borderline difference for women who scored &lt;6 for fatigue on FQ (p = 0",results
8447,853,24629504,062) and a significant difference for energy on LFS (p = 0,results
8448,853,24629504,021) where women in the intervention group had more energy than those in the control group,results
8449,853,24629504,,results
8450,854,16135471,"Compared with the intervention group, mean difference scores between the baseline (T1) and immediate after the test (T2) assessments increased significantly more for the control group for worst and average fatigue, Functional Assessment of Cancer Therapy-Fatigue, and Piper fatigue severity and interference measures",results
8451,854,16135471, These differences were not observed between baseline and T3 and T4 assessments,results
8452,854,16135471," No significant differences were identified for any pre- or post-test change scores for confidence with managing fatigue, cancer self-efficacy, anxiety, depression, or quality of life",results
8453,854,16135471,,results
8454,855,14966096,Patients in the intervention and attention-control groups had better HRQL than the control group (P =,results
8455,855,14966096,006 and P =,results
8456,855,14966096,"01, respectively), but the intervention and attention-control groups were not significantly different (P =",results
8457,855,14966096,80),results
8458,855,14966096, A positive effect on emotional well-being was associated with feedback of data (P =,results
8459,855,14966096,"008), but not with instrument completion (P =",results
8460,855,14966096,12),results
8461,855,14966096, A larger proportion of intervention patients showed clinically meaningful improvement in HRQL,results
8462,855,14966096, More frequent discussion of chronic nonspecific symptoms (P =,results
8463,855,14966096,"03) was found in the intervention group, without prolonging encounters",results
8464,855,14966096, There was no detectable effect on patient management (P =,results
8465,855,14966096,60),results
8466,855,14966096," In the intervention patients, HRQL improvement was associated with explicit use of HRQL data (P =",results
8467,855,14966096,"016), discussion of pain, and role function (P =",results
8468,855,14966096,046),results
8469,855,14966096,,results
8470,856,24612414,"Altogether, 68 patients completed the study and were analyzed",results
8471,856,24612414, Postoperative nausea and vomiting were higher in the control group but did not reach statistical significance (P = 0,results
8472,856,24612414,054),results
8473,856,24612414, Tolerability of EOF was 96,results
8474,856,24612414,9% in the lidocaine group and 91,results
8475,856,24612414,7% in the control group (P = 0,results
8476,856,24612414,62),results
8477,856,24612414," There was no difference in postoperative pain, opioid consumption, bowel function recovery or postoperative hospital stay",results
8478,856,24612414,,results
8479,857,17031805,AE peak VO(2) increased by 6,results
8480,857,17031805,3% (P = ,results
8481,857,17031805,001) and PS decreased by 4,results
8482,857,17031805,6% (P = ,results
8483,857,17031805,083),results
8484,857,17031805, RBC increased in AE from 4,results
8485,857,17031805,10 to 4,results
8486,857,17031805,21 million cells/microL and declined in PS from 4,results
8487,857,17031805,30 to 4,results
8488,857,17031805,19 million cells/microL; the between-group differences were significant (P = ,results
8489,857,17031805,014),results
8490,857,17031805, HCT increased in AE from 38,results
8491,857,17031805,0% to 38,results
8492,857,17031805,8% and declined in PS from 37,results
8493,857,17031805,40% to 36,results
8494,857,17031805,50%; the between-group differences were significant (P = ,results
8495,857,17031805,046),results
8496,857,17031805, HB increased in AE from 12,results
8497,857,17031805,3 to 12,results
8498,857,17031805,4 g/dL and declined in PS from 12,results
8499,857,17031805,25 to 11,results
8500,857,17031805,77 g/dL; the between-group differences were significant (P = ,results
8501,857,17031805,009),results
8502,857,17031805,,results
8503,858,28181128,"The exercise intervention significantly decreased sleep problems compared to the relaxation control group (scale: 0-100, with between-group mean differences of -10",results
8504,858,28181128,2 (p\u00a0=\u00a00,results
8505,858,28181128,03) from baseline to the end of radiotherapy and -10,results
8506,858,28181128,9 (p\u00a0=\u00a00,results
8507,858,28181128,"005) to the end of the intervention), with sleep problems decreasing in the exercise group and increasing in the control group",results
8508,858,28181128," At 12\u00a0months, differences were still observed but statistically non-significant (mean difference\u00a0=\u00a0-5",results
8509,858,28181128,"9, p\u00a0=\u00a00",results
8510,858,28181128,20),results
8511,858,28181128, Further adjustment for potential confounders did not change the results,results
8512,858,28181128," Several determinants of sleep problems at baseline were identified, e",results
8513,858,28181128,g,results
8514,858,28181128,", previous chemotherapy and higher body mass index",results
8515,858,28181128,,results
8516,859,21977863,Before treatment the SDS and HAMD scores of the trial group were 64,results
8517,859,21977863,12 +/- 5,results
8518,859,21977863,34 and 20,results
8519,859,21977863,92 +/- 2,results
8520,859,21977863,"38, those of the control group were 64",results
8521,859,21977863,24 +/- 4,results
8522,859,21977863,98 and 20,results
8523,859,21977863,72 +/- 2,results
8524,859,21977863,"74, after treatment the SDS and HAMD scores of the trial group were 43",results
8525,859,21977863,64 +/- 5,results
8526,859,21977863,28 and 9,results
8527,859,21977863,88 +/- 1,results
8528,859,21977863,"27 respectively, significantly lower than those of the control group (50",results
8529,859,21977863,76 +/- 5,results
8530,859,21977863,42 and 13,results
8531,859,21977863,72 +/- 2,results
8532,859,21977863,"05 respectively, both P &lt; 0",results
8533,859,21977863,05),results
8534,859,21977863, Before treatment the PSQI score of the trial group and the control group were 14,results
8535,859,21977863,48 +/- 1,results
8536,859,21977863,71 and 13,results
8537,859,21977863,92 +/- 2,results
8538,859,21977863,"59, after treatment the PSQI score of the trial group was 7",results
8539,859,21977863,92 +/- 1,results
8540,859,21977863,"22 after treatment, significantly lower than those of the control group (11",results
8541,859,21977863,44 +/- 1,results
8542,859,21977863,"89, P &lt; 0",results
8543,859,21977863,01),results
8544,859,21977863,,results
8545,860,7826445,"Significantly higher ratings were found for the CME physicians in two areas: breast cancer risk-factor determination (determined maternal history: 80% versus 52%, p = ",results
8546,860,7826445,"03; determined age at first period: 16% versus 0%, p = ",results
8547,860,7826445,"02), and smoking cessation counseling (providing written material: 32% versus 9%, p = ",results
8548,860,7826445,03),results
8549,860,7826445, The CME physicians were rated higher on all 19 study variables in the target areas of early detection of breast cancer and smoking cessation,results
8550,860,7826445," The results show that the physicians' performance were better in those areas where the CME program had used performance-based learning, such as role playing or viewing and discussing a videotaped role-play encounter",results
8551,860,7826445,,results
8552,861,27908546,We evaluated 25 patients in the BCAA group and 26 in the control group,results
8553,861,27908546, The median follow-up period was 3,results
8554,861,27908546,9\u00a0y (736-1818\u00a0d),results
8555,861,27908546, There were no significant differences between the two groups in basal characteristics,results
8556,861,27908546, Complications were less frequent in the BCAA group (P\u00a0=\u00a00,results
8557,861,27908546,03),results
8558,861,27908546," Event-free survival was significantly higher in the BCAA group, whereas the intrahepatic recurrence rate was significantly lower (P\u00a0=\u00a00",results
8559,861,27908546,04 and 0,results
8560,861,27908546,"036, respectively)",results
8561,861,27908546, A significant improvement in the Short Form-8 mental component score was observed in the BCAA group only (P\u00a0&lt;\u00a00,results
8562,861,27908546,01),results
8563,861,27908546,,results
8564,862,16708359,Patients in the relaxation and distraction groups reported significantly reduced pain intensity immediately after listening to the tapes,results
8565,862,16708359," The pain reduction was not maintained, however",results
8566,862,16708359," At the 2-week follow-up assessment, no significant differences in pain intensity or interference were found among the treatment groups",results
8567,862,16708359," The groups also did not differ with regard to secondary outcome measures assessing quality of life, mood, self-efficacy, and other symptoms",results
8568,862,16708359, The results of qualitative interviews indicated that patients often had difficulty focusing on the audiotapes and preferred their own methods of pain reduction,results
8569,862,16708359,,results
8570,863,12960117,"Adverse events reported during the 4-week treatment period include excess gas, upset stomach, nausea, heartburn, stomach ache, abdominal pain, dizziness, headache, and muscle pain",results
8571,863,12960117, All of the reported events were rated as mild events,results
8572,863,12960117," For most events, the incidence reported in the polyphenol-treated groups was not more than that reported in the placebo group",results
8573,863,12960117, No significant changes were observed in blood counts and blood chemistry profiles after repeated administration of green tea polyphenol products,results
8574,863,12960117, There was a &gt;60% increase in the area under the plasma EGCG concentration-time curve after 4 weeks of green tea polyphenol treatment at a dosing schedule of 800 mg once daily,results
8575,863,12960117, No significant changes were observed in the pharmacokinetics of EGCG after repeated green tea polyphenol treatment at a regimen of 400 mg twice daily,results
8576,863,12960117, The pharmacokinetics of the conjugated metabolites of epigallocatechin and epicatechin were not affected by repeated green tea polyphenol treatment,results
8577,863,12960117, Four weeks of green tea polyphenol treatment at the selected dose and dosing schedule did not provide protection against UV-induced erythema,results
8578,863,12960117,,results
8579,864,16116148,The quit rate was significantly higher in the counseling group compared with the self-help group at both the 8-month (16,results
8580,864,16116148,8% v 8,results
8581,864,16116148,5%; P &lt; ,results
8582,864,16116148,01) and 12-month follow-ups (15% v 9%; P &lt; or = ,results
8583,864,16116148,01),results
8584,864,16116148," Controlling for baseline self-efficacy and readiness to change, the intervention group was twice as likely to quit smoking, compared with the self-help group",results
8585,864,16116148, Smoking cessation rate increased with an increase in the number of counseling calls,results
8586,864,16116148, The cost of delivering the intervention was approximately 300 dollars per participant,results
8587,864,16116148," The incremental cost-effectiveness of the intervention compared with controls was 5,371 dollars per additional quit",results
8588,864,16116148,,results
8589,865,16816226,"The overall impact of family focused grief therapy was modest, with a reduction in distress at 13 months",results
8590,865,16816226, Significant improvements in distress and depression occurred among individuals with high baseline scores on the Brief Symptom Inventory and Beck Depression Inventory,results
8591,865,16816226, Global family functioning did not change,results
8592,865,16816226," Sullen families and those with intermediate functioning tended to improve overall, whereas depression was unchanged in hostile families",results
8593,865,16816226,,results
8594,866,11291370,"Relative to comparison worksites, the intervention group experienced greater increases in the percentage of women who reported a recent mammogram (7",results
8595,866,11291370,2% vs 5,results
8596,866,11291370,"6%), clinical breast examination (5",results
8597,866,11291370,8% vs 2,results
8598,866,11291370,"1%), and Papanicolaou (Pap) test (4",results
8599,866,11291370,7% vs 1,results
8600,866,11291370,9%),results
8601,866,11291370," After worksite cluster and age strata were controlled for, the observed increase in Pap tests was significantly greater in the intervention group (odds ratio [OR] = 1",results
8602,866,11291370,28; 95% confidence interval [CI] = 1,results
8603,866,11291370,"01, 1",results
8604,866,11291370,"62); however, differences in mammography screening rates (OR = 1",results
8605,866,11291370,14; 95% CI = 0,results
8606,866,11291370,"90, 1",results
8607,866,11291370,44) and clinical breast examination (OR = 1,results
8608,866,11291370,19; 95% CI = 0,results
8609,866,11291370,"96, 1",results
8610,866,11291370,49) were not statistically significant,results
8611,866,11291370,,results
8612,867,19295227,After completion of the course mean anxiety of the participants(n = 18) had significantly decreased from 11,results
8613,867,19295227,06 to 9,results
8614,867,19295227,33 (p &lt; 0,results
8615,867,19295227,04),results
8616,867,19295227," On average, however, participants reported more anxiety both before and after the intervention than a representative comparison group of n = 48 cancer patients (anxiety: mean= 5",results
8617,867,19295227,51),results
8618,867,19295227, Regarding depression no significant change could be observed after completion of the intervention (t1 = 6,results
8619,867,19295227,"94, t2 =6",results
8620,867,19295227,22; p &lt; 0,results
8621,867,19295227,32),results
8622,867,19295227, Also in relation to the comparison group (mean= 5,results
8623,867,19295227,24) no significant difference in depression could be detected (t1: p &lt; 0,results
8624,867,19295227,"066, t2: p &lt; 0",results
8625,867,19295227,519),results
8626,867,19295227, No significant change in participants' coping skills could be observed,results
8627,867,19295227,,results
8628,868,30007894,"Of 104 patients screened, 37 developed grade II CIPN (36%), and 28 (27%) enrolled into the intervention phase; one was removed due to protocol violation",results
8629,868,30007894," Of the 27 patients receiving acupuncture, 26 completed paclitaxel treatment without developing grade III CIPN, meeting our prespecified success criteria for declaring acupuncture worthy of further study",results
8630,868,30007894, FACT/GOG-Ntx and NPS scores remained stable during the intervention while continuing weekly paclitaxel,results
8631,868,30007894, Acupuncture treatment was well tolerated; 4 of 27 (15%) patients reported grade I bruising,results
8632,868,30007894,,results
8633,869,28668276,All 41 men randomized completed the 11-week trial,results
8634,869,28668276," Men assigned to the intervention walked on average 10,644 steps/day, and 92% reported missing 2 or fewer sessions",results
8635,869,28668276, Both groups experienced similar weight loss at 11 weeks,results
8636,869,28668276, Men in the intervention had a significant adjusted mean change in high-density lipoprotein of 0,results
8637,869,28668276,"14\u00a0mmol/L (95% confidence interval [CI], 0",results
8638,869,28668276,01-0,results
8639,869,28668276,27; P\u00a0= ,results
8640,869,28668276,"04), and suggestive adjusted mean changes in low-density lipoprotein of\u00a0-0",results
8641,869,28668276,"22\u00a0mmol/L (95% CI,\u00a0-0",results
8642,869,28668276,47 to 0,results
8643,869,28668276,03; P\u00a0= ,results
8644,869,28668276,08) and in systolic blood pressure of\u00a0-8,results
8645,869,28668276,"5\u00a0mm Hg (95% CI,\u00a0-21",results
8646,869,28668276,2 to 4,results
8647,869,28668276,2; P\u00a0= ,results
8648,869,28668276,"18), compared with the usual care group",results
8649,869,28668276,,results
8650,870,15912493,Data on a total of 83 evaluable patients were analyzed,results
8651,870,15912493, There was no difference in overall survival between patients receiving standard care plus a shark cartilage product versus standard care plus placebo,results
8652,870,15912493," Likewise, there was no suggestion of improvement in quality of life for patients receiving the shark cartilage, compared with those receiving placebo",results
8653,870,15912493,,results
8654,871,16800990,"The positive rates of CD4, CD4/CD8, CD16, CD19 and CD25 were significantly lower (P &lt; 0",results
8655,871,16800990,05) while that of CD8 was significantly higher (P &lt; 0,results
8656,871,16800990,"05) in Group A and B at T(0) than those in Group C; at T(1), these indexes, except CD25, got significantly restored in Group A with the level approaching normal range (P &gt; 0",results
8657,871,16800990,"05), and showed significant difference from those in Group B (P &lt; 0",results
8658,871,16800990,"05), since these indexes in that group remained unchanged at the corresponding period",results
8659,871,16800990," As for CD25, it was insignificantly changed in Group A after WYD treatment, and thus, at T(1), it was still lower than that in Group C (P &lt; 0",results
8660,871,16800990,05) and showed insignificant difference as compared with that in Group B (P &gt; 0,results
8661,871,16800990,05),results
8662,871,16800990, Comparison of CD3 among the 3 groups showed no significant difference (P &gt; 0,results
8663,871,16800990,05),results
8664,871,16800990,,results
8665,872,18400281,"The intervention group showed significant reductions in the consumption of saturated fat and increased consumption of vegetable proteins with accompanying reductions in animal proteins, including dairy products",results
8666,872,18400281, They also showed increased QOL,results
8667,872,18400281," Although no significant change was found in the rate of PSA increase between the two groups, the mean PSA doubling time for the intervention group was substantially longer at the 3-month follow-up visit than that of the controls",results
8668,872,18400281,,results
8669,873,21254914,"DIM was detectable in thyroid tissue, serum, and urine of patients after 14 days of supplementation",results
8670,873,21254914, Urine analyses revealed that DIM modulated estrogen metabolism in patients with TPD,results
8671,873,21254914," There was an increase in the ratio of 2-hydroxyestrones (C-2) to 16\u03b1-hydroxyestrone (C-16), consistent with antiestrogenic activity that results in more of C-2 product compared with C-16",results
8672,873,21254914,,results
8673,874,18646345,"Within each group, knowledge, perceived threat, and screening prevalence all increased significantly",results
8674,874,18646345," However, the magnitude of increases was similar, so the groups did not differ significantly at wave 2",results
8675,874,18646345, Knowledge at wave 2 was associated with greater odds of having a digital rectal exam by wave 3 only for the early-intervention group,results
8676,874,18646345, The early-intervention group was two times more likely to have talked to a physician about prostate cancer screening by wave 3,results
8677,874,18646345,,results
8678,875,12296509,There was no significant effect for either supplementation on the overall incidence of gastric cancer: relative risk (RR) 1,results
8679,875,12296509,"21, 95% confidence interval (CI) 0",results
8680,875,12296509,85-1,results
8681,875,12296509,"74 for alpha-tocopherol, and RR 1",results
8682,875,12296509,"26, 95% Cl 0",results
8683,875,12296509,88-1,results
8684,875,12296509,80 for beta-carotene,results
8685,875,12296509," Subgroup analyses by histologic type suggested an increased risk for beta-carotene on intestinal type cancers, RR 1",results
8686,875,12296509,"59, 95% CI 0",results
8687,875,12296509,99-2,results
8688,875,12296509,56,results
8689,875,12296509, There were no differences across anatomic locations (cardia/noncardia) in the effects of alpha-tocopherol or beta-carotene supplementation,results
8690,875,12296509,,results
8691,876,18532895,"Both groups showed a slight increase in whole salivary flow rates, with no significant difference between them",results
8692,876,18532895," However, real acupuncture markedly increased unstimulated salivary flow rates, and improved the score for dry mouth according to the xerostomia questionnaire, by 2",results
8693,876,18532895,33 points versus 0,results
8694,876,18532895,33 in the controls,results
8695,876,18532895,,results
8696,877,24909376,"A total of 130 patients were randomized, 70% of the calculated sample size (n = 186)",results
8697,877,24909376, Sixty-seven patients were randomized to the intervention,results
8698,877,24909376," In total, 101 patients (78%) completed questionnaires",results
8699,877,24909376, No statistical significant differences were found between the groups with respect to knowledge and understanding,results
8700,877,24909376," The level of knowledge was relatively high, with the exceptions of the risks associated with, and the unproven nature of, the trial",results
8701,877,24909376," Overall, patients who declined participation scored statistically significant lower on knowledge",results
8702,877,24909376,,results
8703,878,25577501,Of the 30 patients (mean age 13,results
8704,878,25577501,0 (SD 3,results
8705,878,25577501,0); 53,results
8706,878,25577501,"3 % male; 30 % still on treatment) who participated in the psychosocial intervention, two dropped out due to medical complications and one due to lack of time; 90 % completed the psychosocial intervention",results
8707,878,25577501," Overall, patients liked participation in the intervention (4",results
8708,878,25577501,2 on a 5-point scale; SD 0,results
8709,878,25577501,8) and were positive about the psychologists (8,results
8710,878,25577501,1 on a 10-point scale; SD 1,results
8711,878,25577501,3),results
8712,878,25577501, Psychologists rated the intervention on several points (e,results
8713,878,25577501,g,results
8714,878,25577501,", clarity of the manual and content of the intervention), and mean scores ranged from 7",results
8715,878,25577501,1 (SD 1,results
8716,878,25577501,1) to 8,results
8717,878,25577501,6 (SD 0,results
8718,878,25577501,9) on 10-point scales,results
8719,878,25577501," Minor adaptations were suggested by patients and psychologists, including customizing according to age and a more patient-tailored approach",results
8720,878,25577501,,results
8721,879,7695460,Medical records were reviewed to determine documented offering/receipt of clinical breast examination and mammography,results
8722,879,7695460, A subgroup of women without previous clinical breast examination (n = 540) and without previous mammography (n = 471) were analyzed to determine the effect of the intervention,results
8723,879,7695460," During the intervention period, women without a previous clinical breast examination were offered an examination significantly more often in the Prevention Team group than in the control group, adjusting for age, race, and comorbidity and for physicians' gender and training level",results
8724,879,7695460, The patients in the Prevention Team group were offered clinical breast examination (31,results
8725,879,7695460,"5%) more frequently than those in the patient education or control groups, but this was not significant after adjusting for the above covariates",results
8726,879,7695460," Likewise, mammography was offered more frequently to patients in the Prevention Team and in the patient education group than to patients in the control group, after adjusting for the factors above using logistic regression",results
8727,879,7695460,,results
8728,880,10898562,"The study recruited 1,698 families and retained 85%",results
8729,880,10898562," The two conditions were equivalent at baseline; 50% female students, 81% to 84% European-American students, and 2",results
8730,880,10898562,9 servings of fruit and vegetables per day,results
8731,880,10898562, Good completion was achieved across the intervention components (e,results
8732,880,10898562,g,results
8733,880,10898562,", 90% of lessons taught, 72% of parent materials read, 3",results
8734,880,10898562,6 servings of fruit and vegetables offered in cafeterias),results
8735,880,10898562,,results
8736,881,15858816,Sixty-two physicians completed the training program,results
8737,881,15858816," Compared with physicians who participated to the basic training program, when addressing the patient, physicians who were randomized to the consolidation workshops used more open, open directive, and screening questions (P = 0",results
8738,881,15858816,011 in simulated patient interviews and P = 0,results
8739,881,15858816,005 in actual patient interviews) and elicited and clarified psychologic concerns more often (P = 0,results
8740,881,15858816,006 in simulated patient interviews and P &lt; 0,results
8741,881,15858816,001 in actual patient interviews),results
8742,881,15858816," When they addressed the relative, physicians who were randomized to the consolidation workshops gave less premature information (P = 0",results
8743,881,15858816,032 in simulated patient interviews and P &lt; 0,results
8744,881,15858816,001 in actual patient interviews),results
8745,881,15858816," When they addressed the patient and the relative simultaneously, physicians who were randomized to the consolidation workshops used more empathy, educated guesses, alerting to reality, confronting, negotiating, and summarizing (P = 0",results
8746,881,15858816,003 in simulated patient interviews and P = 0,results
8747,881,15858816,024 in actual patient interviews),results
8748,881,15858816," Patients, but not relatives, who interacted with physicians in the consolidation-workshops group were more satisfied globally with the interviews (P = 0",results
8749,881,15858816,022),results
8750,881,15858816,,results
8751,882,21920206,"The intensity of pain at rest was higher in G2 immediately after TENS, but not one hour after the procedure",results
8752,882,21920206," There was no difference between both groups with elevation of the upper limbs, decubitus change, and coughing",results
8753,882,21920206,,results
8754,883,29547610,"70 patients were randomly assigned to a lavender oil group, a tea tree oil group, and a control group with no oil",results
8755,883,29547610," A patient identification form, the State-Trait Anxiety Inventory, and the Pittsburgh Quality Sleep Index (PSQI) were used to measure anxiety and sleep quality before and after chemotherapy",results
8756,883,29547610,,results
