,Unnamed: 0,Title,journalname,pmid,text,response
10,10017,Matched case-control phase 2 study to evaluate the use of a frozen sock to prevent docetaxel-induced onycholysis and cutaneous toxicity of the foot.,Cancer,18286527,"Patients receiving docetaxel at a dose of 70 to 100 mg/m(2) every 3 weeks were eligible for this matched case-control study. Each patient wore an FS for 90 minutes on the right foot. The unprotected left foot acted as control. Nail and skin toxicities were assessed using National Cancer Institute Common Toxicity Criteria (version 3) and compared using a 2-sample Wilcoxon matched-pairs rank test adjusted for tied values. Onycholysis occurs in approximately 30% of patients treated with docetaxel. The efficacy and safety of an Elasto-Gel frozen sock (FS) was investigated for the prevention of docetaxel-induced nail and skin toxicity of the feet. Fifty consecutive patients were included between April 2005 and January 2007. Nail toxicity was significantly lower in the FS-protected foot compared with the control foot (grade 0: 100% versus 79%; and grade 1 and 2: 0% versus 21%, respectively) (P= .002). Skin toxicity was grade 0: 98% versus 94%; and grade 1 and 2: 2% versus 6% in the FS-protected and the control feet, respectively. The median times until toxicity occurrence were not found to differ significantly between the groups. One patient experienced discomfort because of cold intolerance. Cold therapy using FS significantly reduced the incidence of docetaxel-induced foot nail toxicity, as previously demonstrated using frozen gloves for the hands. Adult Aged Aged, 80 and over Antineoplastic Agents, Phytogenic Case-Control Studies Cryotherapy Docetaxel Evaluation Studies as Topic Female Follow-Up Studies Foot Diseases Freezing Humans Male Middle Aged Nail Diseases Neoplasm Invasiveness Neoplasms Onycholysis Taxoids Treatment Outcome",1
11,12341,"A randomized, controlled trial of two strategies of offering the home-based HPV self-sampling test to non- participants in the Flemish cervical cancer screening program.",International journal of cancer,29569715,"We conducted a randomized, controlled trial to evaluate different strategies of offering an HPV-self sampling program, and compared this with two control groups. All total of 35,354 women who did not participate in the Flemish cancer screening program were included in the study: 9,118 received a HPV self-collection brush (RIATOL qPCR HPV genotyping test (qPCR [E6/E7]); 9,098 were offered the opportunity to order an HPV-selfsampling brush, 8,830 received the recall letter; 8,849 received no intervention. Within 12 months after the mailing, 18.7% of the women who had received the brush, participated by returning a self-sample sample, while 10.6% women allocated to the opt- in group did so. 10.5% women who received the standard recall letter, had a PAP smear taken within a period of 12 months; while 8% women did so without receiving an intervention at all. Participation in postmenopausal women was higher than in women younger than 50 in both self-sampling arms. Screening by means of the self-sample kit increased by age, contradictory when screening is performed by a PAP smear. Of those testing hrHPV positive (9.5%), 88.9% attended for follow up cytology. The mean DNA concentration, found in the self-sampler, decreased by age, causing a higher number of inconclusive results. Our results support the efficacy of a self-sampling strategy to increase participation in the Flemish screening program. Self-sampling seems particularly acceptable to postmenopausal non-responders. Future research should focus on the performance of different self-sampling devices in post-menopausal women as low DNA concentrations exponentially increased over age. Age Factors Alphapapillomavirus Belgium DNA, Viral Early Detection of Cancer Female Humans Mass Screening Middle Aged Papillomavirus Infections Patient Acceptance of Health Care Self Care Uterine Cervical Neoplasms Vaginal Smears",1
12,12367,Investigating the effects of lycopene and green tea on the metabolome of men at risk of prostate cancer: The ProDiet randomised controlled trial.,International journal of cancer,30325021," = 0.65 and 0.76 for lycopene and green tea respectively). Metabolites which were altered in response to lycopene supplementation were acetate [β (standard deviation difference vs. placebo): 0.69; 95% CI = 0.24, 1.15; p = 0.003], valine (β: -0.62; -1.03, -0.02; p = 0.004), pyruvate (β: -0.56; -0.95, -0.16; p = 0.006) and docosahexaenoic acid (β: -0.50; -085, -0.14; p = 0.006). Valine and diacylglycerol were lower in the lycopene dietary advice group (β: -0.65; -1.04, -0.26; p = 0.001 and β: -0.59; -1.01, -0.18; p = 0.006). A genetically instrumented SD increase in pyruvate increased the odds of prostate cancer by 1.29 (1.03, 1.62; p = 0.027). An intervention to increase lycopene intake altered the serum metabolome of men at risk of prostate cancer. Lycopene lowered levels of pyruvate, which our Mendelian randomisation analysis suggests may be causally related to reduced prostate cancer risk. Aged Feeding Behavior Humans Lycopene Magnetic Resonance Spectroscopy Male Metabolome Metabolomics Middle Aged Prostate-Specific Antigen Prostatic Neoplasms Pyruvic Acid Tea",1
13,12428,Increasing participation in cervical screening by targeting long-term nonattenders: Randomized health services study.,International journal of cancer,31032904,"High screening participation in the population is essential for optimal prevention of cervical cancer. Offering a high-risk human papillomavirus (HPV) self-test has previously been shown to increase participation. In this randomized health services study, we evaluated four strategies with regard to participation. Women who had not attended organized cervical screening in 10 years were eligible for inclusion. This group comprised 16,437 out of 413,487 resident women ages 33-60 (<4% of the screening target group). Among these 16,437 long-term nonattenders, 8,000 women were randomized to either (i) a HPV self-sampling kit sent directly; (ii) an invitation to order a HPV self-sampling kit using a new open source eHealth web application; (iii) an invitation to call a coordinating midwife with questions and concerns; or (iv) the standard annual renewed invitation letter with prebooked appointment time (routine practice). Overall participation, by arm, was (i) 18.7%; (ii) 10.7%; (iii) 1.9%; and (iv) 1.7%. The relative risk of participation in Arm 1 was 11.0 (95% CI 7.8-15.5), 6.3 (95% CI 4.4-8.9) in Arm 2 and 1.1 (95% CI 0.7-1.7) in Arm 3, compared to Arm 4. High-risk HPV prevalence among women who returned kits in study Arms 1 and 2 was 12.2%. In total, 63 women were directly referred to colposcopy from Arms 1 and 2; of which, 43 (68.3%) attended and 17 had a high-grade cervical lesion (CIN2+) in histology (39.5%). Targeting long-term nonattending women with sending or offering the opportunity to order self-sampling kits further increased the participation in an organized screening program. Adult Early Detection of Cancer Female Humans Mass Screening Middle Aged Papanicolaou Test Papillomavirus Infections Self Care Sweden Telemedicine Uterine Cervical Neoplasms Vaginal Smears Women's Health Services",1
14,12437,Effects of exercise dose and type during breast cancer chemotherapy on longer-term patient-reported outcomes and health-related fitness: A randomized controlled trial.,International journal of cancer,31173341,"The Combined Aerobic and Resistance Exercise (CARE) Trial compared different types and doses of exercise performed during breast cancer chemotherapy. Here, we report the longer-term follow-up of patient-reported outcomes, health-related fitness and exercise behavior at 6, 12 and 24 months postintervention. A multicenter trial in Canada randomized 301 breast cancer patients initiating chemotherapy to thrice weekly, supervised exercise consisting of a standard dose of 25-30 min of aerobic exercise (STAN; n = 96), a higher dose of 50-60 min of aerobic exercise (HIGH; n = 101) or a combined dose of 50-60 min of aerobic and resistance exercise (COMB; n = 104) performed for the duration of chemotherapy (median of 17 weeks). Primary outcomes were patient-reported outcomes including quality of life, cancer-related symptoms and psychosocial outcomes. Secondary outcomes were objective health-related fitness (assessed at 12 months only) and self-reported exercise behavior. A total of 269 (89.4%) participants completed patient-reported outcomes at all three follow-up time points and 263 (87.4%) completed the health-related fitness assessment at 12-month follow-up. COMB was significantly superior to (i) STAN for sleep quality at 6-month follow-up (p = 0.027); (ii) HIGH for upper body muscular endurance at 12-month follow-up (p = 0.020); and (iii) HIGH for meeting the resistance exercise guideline at 6-month follow-up (p = 0.006). Moreover, self-reported meeting of the combined exercise guideline during follow-up was significantly associated with better patient-reported outcomes and health-related fitness. Performing combined exercise during and after breast cancer chemotherapy may result in better longer-term patient-reported outcomes and health-related fitness compared to performing aerobic exercise alone. Antineoplastic Agents Breast Neoplasms Exercise Female Humans Patient Reported Outcome Measures Quality of Life",1
15,13356,Effects of vitamin D and calcium on expression of MSH2 and transforming growth factors in normal-appearing colorectal mucosa of sporadic colorectal adenoma patients: A randomized clinical trial.,Molecular carcinogenesis,30499618," in the normal-appearing rectal mucosa as potential modifiable, pre-neoplastic markers of risk for colorectal neoplasms. Adenoma Biomarkers, Tumor Calcium Case-Control Studies Colon Colorectal Neoplasms Dietary Supplements Double-Blind Method Female Follow-Up Studies Gene Expression Regulation, Neoplastic Humans Male Middle Aged MutS Homolog 2 Protein Pilot Projects Prognosis Rectum Transforming Growth Factor alpha Transforming Growth Factor beta1 Vitamin D Vitamins",1
16,13449,Multi-component behavioral intervention to promote health protective behaviors in childhood cancer survivors: the protect study.,Medical and pediatric oncology,12116072,"Of 272 patients enrolled and randomized, 251 are evaluable at both time points. Treatment and control groups were similar in regards to diagnosis, gender, race, and age. The change in outcome measures over the year (T(1)-T(0)) was not significantly different between the two groups as assessed by a two-sample pooled t test. However, additional exploratory analyses indicated a significant gender difference in knowledge with female survivors in the intervention group having higher scores. In addition, patients who choose certain individual health goals, such as breast/testicular self-examination, showed improved practice of the health behavior. In addition, in a very exploratory analysis, a gender difference in response to the intervention was noted, with females exhibiting a greater improvement in knowledge scores than did males. Although the multi-behavioral educational intervention did not induce change in health knowledge, perceptions, and behaviors of childhood cancer survivors for the treatment group as a whole, gender differences and specific health goal differences were found. These findings suggest that future interventions should be tailored to reflect gender differences and the nature of the health goal under assessment. Improved cure rates for childhood cancer have produced a growing population of survivors at risk for late toxicities of chemotherapy and radiation therapy. Healthy behaviors can modify these risks. We initiated a controlled prospective trial to determine if a multi-component behavioral intervention could induce change in childhood cancer survivors' health knowledge, health perceptions, and practice of health-protective behaviors. Adolescent cancer survivors attending a long-term follow-up clinic were randomized to receive standard follow-up care or standard care plus the educational intervention. Baseline measures were obtained at randomization (T(0)) and repeated 1 year (T(1)) later during the survivors' annual check-up. Adaptation, Psychological Adolescent Adolescent Behavior Disease-Free Survival Female Health Behavior Health Knowledge, Attitudes, Practice Health Promotion Humans Life Style Longitudinal Studies Male Neoplasms Patient Education as Topic Prospective Studies Sex Factors Time Factors Treatment Outcome",1
17,14309,"Modifying bone mineral density, physical function, and quality of life in children with acute lymphoblastic leukemia.",Pediatric blood & cancer,29286560," ) weeks.  ), and health-related quality of life (HRQL). We assessed the capacity of a physical therapy and motivation-based intervention, beginning after diagnosis and continuing through the end of treatment, to positively modify these factors.  child (P = 0.03) perceptions of less bodily pain. The intervention delivered during treatment was not successful in modifying BMD, physical function, or HRQL. Physical activity, at the level and intensity required to modify these factors, may not be feasible during early treatment owing to the child's responses to the disease and treatment. Future studies will consider intervention implementation during late maintenance therapy, extending into survivorship. Adolescent Adult Bone Density Child Child, Preschool Female Humans Male Muscle Strength Physical Endurance Physical Therapy Modalities Precursor Cell Lymphoblastic Leukemia-Lymphoma Quality of Life Range of Motion, Articular",1
18,14331,Scrambler therapy efficacy and safety for neuropathic pain correlated with chemotherapy-induced peripheral neuropathy in adolescents: A preliminary study.,Pediatric blood & cancer,29630779,"We studied nine pediatric patients with cancer and CIPN who received ST for pain control. Each patient received 45-min daily sessions for 10 consecutive days as a first step, but some of them required additional treatment. Based on these preliminary data, ST could be a good choice for adolescents with CIPN for whom pain control is difficult. ST caused total relief or dramatic reduction in CIPN pain and an improvement in quality of life, durable in follow-up. It caused no detected side effects, and can be retrained successfully. Further larger studies should be performed to confirm our promising preliminary data in pediatric patients with cancer. Pain significantly improved comparing Numeric Rate Scale after 10 days of ST (9.22 ± 0.83 vs. 2.33 ± 2.34; P < 0.001) and at the end of the optimized cycle (EOC) (9.22 ± 0.83 vs. 0.11 ± 0.33, P < 0.001). The improvement in quality of life was significantly reached on pain interference with general activity (8.67 ± 1.66 vs. 3.33 ± 2.12, P < 0.0001), mood (8.33 ± 3.32 vs. 2.78 ± 2.82, P < 0.0005), walking ability (10.00 vs. 2.78 ± 1.22, P < 0.0001), sleep (7.56 ± 2.24 vs. 2.67 ± 1.41, P < 0.001), and relations with people (7.89 ± 2.03 vs. 2.11 ± 2.03, P < 0.0002; Lansky score 26.7 ± 13.2 vs. 10 days of ST 57.8 ± 13.9, P < 0.001; 26.7 ± 13.2 vs. EOC 71.1 ± 16.2, P < 0.001). Chemotherapy-induced peripheral neuropathy (CIPN) is a common side effect of chemotherapy, in need of effective treatment. Preliminary data support the efficacy of scrambler therapy (ST), a noninvasive cutaneous electrostimulation device, in adults with CIPN. We test the efficacy, safety, and durability of ST for neuropathic pain in adolescents with CIPN. Adolescent Antineoplastic Agents Child Female Humans Male Neoplasms Neuralgia Pain Management Transcutaneous Electric Nerve Stimulation",1
19,14501,"Impact of providing audiotapes of primary treatment consultations to men with prostate cancer: a multi-site, randomized, controlled trial.",Psycho-oncology,16991107,"Participants included 425 men newly diagnosed with prostate cancer and 15 radiation oncologists from 4 cancer centers in Canada. Patients were block randomized to one of four consultation groups: 1. Standard care control--not audio-taped; 2. Audio-taped--no audiotape given; 3. Audio-taped--patient given audiotape; and 4. Audio-taped--patient offered choice of receiving audiotape or not (4 patients declined; 94 accepted). Patient outcomes were measured at 12 weeks post-consultation: perceived degree of information provision; audiotape satisfaction and use; communication satisfaction with oncologist; mood state; and cancer-specific quality of life. Patients receiving the consultation audiotape reported having been provided with significantly more disease and treatment information in general (p=0.04), and more information about treatment alternatives (p=0.04) and treatment side effects (p=0.01) in particular, than patients who did not receive the audiotape. Audiotape benefit was not significantly related to patient satisfaction with communication, mood state or quality of life at 12 weeks post-consultation, and was not significantly affected by choice of receiving the audiotape. Patients rated the audiotape intervention positively, with an average score of 83.0 out of 100. The purpose of this investigation was to systematically examine the efficacy of providing men with prostate cancer with an audiotape of their primary treatment consultation. Consultation audiotapes are rated highly by men with prostate cancer, and these audiotapes help to enhance their perception of having been provided with critical disease- and treatment-related information. Adaptation, Psychological Aged Aged, 80 and over Canada Communication Female Humans Male Middle Aged Patient Participation Patient Satisfaction Physician-Patient Relations Prostatic Neoplasms Quality of Life Radiation Oncology Referral and Consultation Tape Recording",1
