,Unnamed: 0,journalname,pmid,text,response
15178,144434,"Cancer epidemiology, biomarkers & prevention : a publication of the American Association for Cancer Research, cosponsored by the American Society of Preventive Oncology",14744744,delivery tea polyphenols oral cavity green tea leaves black tea extract catechins theaflavins polyphenolic compounds derived tea camellia sinensis fam theaceae reported wide range biological activities including prevention tooth decay oral present undertaken determine usefulness green tea leaves black tea extract delivery catechins theaflavins oral cavity holding either green tea leaves g brewed black tea g black tea leaves mouth thoroughly rinsing mouth concentrations catechins cmax micro theaflavins cmax micro saliva st hour whereas interindividual variation peak catechins theaflavins kinetic profile similar catechins theaflavins average coefficient variation addition parent catechin theaflavin peaks five unidentified peaks also saliva black tea hydrolysis theaflavin gallates apparently salivary esterases vitro vivo indicate tea leaves convenient slowrelease source catechins theaflavins provide information possible tea prevention oral dental caries antioxidants biflavonoids catechin chromatography pressure liquid dental caries stability flavonoids halflife hydrogenion concentration mouth phenols plant extracts plant leaves polyphenols saliva tea antioxidants biflavonoids flavonoids phenols plant extracts polyphenols tea theaflavin catechin,1
15189,144465,American journal of preventive medicine,14751328,adherence skin selfexamination nurse intervention photographs suggest brief nursedelivered intervention effective increasing adherence sse utilizing digital photographs adjunct screening appeared increase adherence performing sse teaching intervention photo book baseline reported skin examination times past reported skin examination times month followup paired comparison teaching intervention nearly baseline reported skin examination times past reported skin examination times month followup increase reported skin examination v teaching intervention physician nurse education module photo book personal wholebody photographs compiled form booklet nurse instruction photographs teaching intervention without photo book main outcomesmeasures selfadministered questionnaires provided intervals baseline postteaching intervention month postbaseline visit assess adherence sse asked many times past someone else usually thoroughly examine skin single casecontrol suggest skin selfexamination sse potential reduce mortality melanoma despite encouraging sse rates interventions increase sse highrisk cohorts purpose assess impact brief nursedelivered intervention digital photographs adherence performing sse design settingparticipants melanoma skin five dysplastic nevi recruited outpatient pigmented lesion clinic memorial sloankettering center participants baseline wholebody digital photography part evaluation adolescent dysplastic nevus syndrome followup melanoma new york city pamphlets compliance education topic photography self selfexamination skin skin surveys questionnaires,1
15304,144786,Annals of family medicine,15043176,education informed decision making screening followup men history view view minute educational videotape routine office visit universitybased family medicine clinic subjects contacted visit assess receipt screening digital rectal examination dre prostatespecific antigen psa testing satisfaction screening decision knowledge retention since baseline assessment decision aids screening longterm screening behavior appear promote informed decision making followup assessments completed intervention subjects subjects dre differ prostatespecific antigen testing reported intervention subjects subjects african american men likely psa testing white men satisfaction screening decision differ intervention subjects knowledgeable screening subjects although differences declined within screening uncertain professional organizations recommend educating potential harms benefits evaluated videotape decision aid promoting informed decision making screening among decision making followup mass screening education topic physical examination prostatespecific antigen prostatic rectum videotape recording prostatespecific antigen,1
15320,144837,Academic emergency medicine : official journal of the Society for Academic Emergency Medicine,15064218,emergency department pelvic examination pap testing addressing misperceptions nonintervention cohort intervention cohort intervention physicianadministered intervention reinforced counseling physician counselor african american sd nonintervention six said told pap test done mistakenly believed pap test sixtysix stated knew purpose pap test correctly identified pap test test cervical intervention surveyed physician counseling nonintervention fewer thought pap test said told receive pap test reinforced intervention correctly denied receiving pap test counselor education failure obtain cervical screening precipitated limited knowledge describes understanding papanicolaou pap smear testing among undergoing emergency department ed pelvic examination tests feasibility educating ed knowledge pap testing among undergoing ed pelvic examination poor mistakenly believe receive pap test ed evaluation educating feasible effective ed setting undergoing pelvic examination urban tertiary ed surveyed pap smear screening among initial cohort education provided prior survey subsequently pilot scripted information provided physicians alone physicians counselors conducted emergency service hospital surveys knowledge attitudes practice papanicolaou test education topic pelvis physical examination pilot projects uterine cervical vaginal smears,1
15529,145548,Medical care,1538610,improving adherence screening followup among abnormal pap smears large clinicbased intervention strategies large involving abnormal cervical cytology pap smear clinicbased interventions tested strategies increase return rates screening followup personalized followup letter pamphlet slidetape program pap smears transportation incentives bus passesparking permits interventions evaluated x x factorial design confirm loss screening followup ie return visits among abnormal pap smears substantial variability among participating clinics sample whole transportation incentives intervention condition personalized followup slidetape program impact screening followup transportation incentives emerged dominant intervention condition among subgroups characterized disadvantaged socioeconomically developing cervical including receiving county department odds ratio less without insurance less severe pap smear less contrast among subgroups characterized relatively advantaged lower developing cervical intervention condition personalized followup slidetape program return subgroups reflecting pattern seen noncounty clinics less less severe pap smear less implications findings discussed terms designing clinicbased interventions improve screening followup adolescent logistic models los angeles mass screening motivation odds ratio papanicolaou test compliance education topic program evaluation socioeconomic transportation uterine cervical dysplasia uterine cervical vaginal smears,1
15545,145596,Tanisal ve girisimsel radyoloji : Tibbi Goruntuleme ve Girisimsel Radyoloji Dernegi yayin organi,15470624,mammographyrelated anxiety find difference anxiety scores informed uninformed level lower informed uninformed statistically relationship anxiety recently felt tense nervous fear diagnosis anxiety shows informing examination decreases level due mammographic compression alter anxiety level main cause anxiety appears fear malignant diagnosis intervention decrease fear increase compliance rates screening mammography investigate whether informing mammographic compression changed anxiety experience mammography five hundred enrolled hundred fifty seven informed procedure written forms explaining necessity compression remaining get preprocedural information participants completed demographic form state anxiety inventory waiting mammography marked level due compression visual analog scale vas procedure chi square correlation tests statistical analyses anxiety informed consent mammography manifest anxiety scale measurement,1
15595,145811,Cancer investigation,15565808,pilot evaluation black cohosh hot flashes black cohosh appeared reduce hot flashes found seems would expected placebo hot flash reduction previous suggest evaluation black cohosh preparation indicated twentyone completed range thirteen history six taking tamoxifen raloxifene reported average hot flashes baseline week reduction daily hot flash frequency weekly hot flash scores reduced completion reported less trouble sleeping less fatigue less abnormal sweating stopped adverse reported hot flashes week enrolled black cohosh given form commercial product remifemin week notreatment baseline period given subsequent hot flash collected daily questionnaires baseline adverse recorded hot flashes cause morbidity postmenopausal including undertook pilot estimate effectiveness black cohosh reduce hot flashes adolescent cimicifuga schedule hot flashes pilot projects plant extracts postmenopause plant extracts remifemin,1
15785,146409,The British journal of general practice : the journal of the Royal College of General Practitioners,1586526,compliance screening general practice test compliance screening association general practice checks carried six practices urban rural four intervention posted haemoccult test kline beckman kit invited check second posted haemoccult test kit together invitation attend check third posted invitation check explained would offered haemoccult test kit nurse check fourth invited check found combining faecal occult testing check reduce attendance check attended haemoccult test kit offered nurse check attended test kit invitation attend check attended check invitation posted compliance haemoccult testing associating check compliance faecal occult testing kit enclosed check invitation offered check less easier cheaper combine various screening procedures although haemoccult test population reason relatively compliance obtained posting test kit check invitation cannot achieved previously unscreened populations expected compliance rates faecal occult screening undertaken population basis effectiveness reducing mortality proven colonic england mass screening occult compliance rectal,1
15816,146526,International journal of cancer,1592526,influence betacarotene smokinginduced dna damage reflected sister chromatid exchanges putative cancerpreventive potential betacarotene explained antioxidant capacity prevent freeradicalinduced dna damage evaluate hypothesis studied betacarotene supplementation frequency sister chromatid exchanges sce lymphocytes heavy smokers doubleblind placebocontrolled intervention smoking habits pretreatment cotinine betacarotene retinol vitamins c e similar placebo plasma betacarotene fold intervention whereas parameters remained stable initial sce similar placebo scelymphocyte intervention almost identical decrease end intervention period difference sce placebo scelymphocyte shows protective betacarotene dna damage reflected sister chromatid exchanges lymphocytes thus yield support cancerpreventive mechanism betacarotene involving form dna damage cannot excluded betacarotene prevents forms smokinginduced dna damage affects tissues preventive later stages carcinogenesis carotenoids dna damage doubleblind method lymphocytes sister chromatid exchange smoking beta carotene beta carotene carotenoids,1
16039,147193,Cancer nursing,16330964,comparison wound treatments nasopharyngeal receiving radiation purpose compare effectiveness gentian violet nonadherent absorbent dressing healing postirradiation wounds nasopharyngeal sample nasopharyngeal developed postirradiation wounds assessed comparisons made regarding parameters wound healing including healing presence infection wound also regarding impact wound including mood changes restriction neck movement social isolation sleep problem disturbance body image difference woundhealing disturbance mood sleep social interaction appearance neck mobility trend wound score reaching statistical significance gentian violet cutaneous variance antiinfective local bandages fractionation radiation gentian violet nasopharyngeal nursing evaluation research measurement proportional hazards models radiodermatitis skin wound healing antiinfective local gentian violet,1
16162,147553,Cancer nursing,16565618,brief behavioral sleep intervention family caregivers persons behavioral interventions support restful sleep delay onset decrease severity debilitating depressive symptoms turn increase physical psychological wellbeing repeatedmeasures experimental design test feasibility effectiveness brief behavioral sleep intervention family caregivers persons caregiver sleep intervention casi includes stimulus relaxation cognitive sleep hygiene elements casi individualized delivered accommodate caregiver burden thirty caregivers participated pittsburgh sleep index psqi center epidemiological studiesdepression scale cesd caregiver lifecancer scale cqolc measure selfreported sleep depressive symptoms actigraphs measured latency duration efficiency wake sleep onset waso scores collected baseline post baseline improvement seen across intervention caregivers improvement psqi cesd scores caregivers casi appears effective improving sleep depressive symptoms caregivers persons improvements scores similar across sample size homogeneity limit generalizability behavior caregivers depression feasibility sleep initiation maintenance disorders texas,1
16174,147601,Palliative & supportive care,16594275,communication tool art technique body outline seventy hospitalized men intervention january analyzed variety responses main emerged focused following issues visualization physical communication emotions search meaningspirituality multidimensional aspect suggests multimodal interventions memorial sloankettering center recently utilized art modality help communicate painful side illness way feel understood respected paper describe simple innovative art intervention developed within art service psychiatric department memorial sloankettering center work body outline starting template together art therapist sessions lasting approximately encouraged fill space inside outside body outline colored pastels markers watercolor cut images collage suggest abstract symbolic feature body outline flexible therapeutic intervention must offered within relationship art therapist fulfill quite variety expressive needs description physical elaboration spiritual longings art communication management spirituality,1
16181,147627,Hepato-gastroenterology,16608025,gumchewing stimulates bowel motility passage flatus stool chewinggum operation sooner controls concluded gumchewing provides simple effective method improve postoperative state twentytwo divided gumchewing operation chewing gum given former times perioperative period open surgical stress affects changes autonomic nervous system decreased intestinal motility many complaints resolve problem usefulness gumchewing improving motility examined chewing gum colectomy gastrointestinal motility mastication postoperative period recovery function chewing gum,1
16357,148109,Zhong xi yi jie he xue bao = Journal of Chinese integrative medicine,16965740,immunoregulation shortterm therapeutic superselective intraarterial traditional chinese drugs gastric shortterm therapeutic occurrence rates side lower karnofsky score obviously half month month improved cytokines interleukin necrosis factoralpha tnfalpha interferongamma ifngamma well hand level immune inhibitory soluble interleukin receptor silr lower well investigate immunoregulation shortterm therapeutic superselective intraarterial fuzheng granules compound chinese herbal medicine late gastric forty late gastric antrum randomly divided orally administered fuzheng granules superselective left gastric artery highdose drugs eap regime vp mgm epirubicin mgm carboplatin mgm administered local artery superselective intraarterial fuzheng granules good shortterm therapeutic efficiency side late gastric antrum improve extend period improve late gastric antrum due upregulation immune regulating tnfalpha ifngamma downregulation immune inhibitory silr protocols carboplatin synergism drugs chinese herbal epirubicin etoposide injections intraarterial interferongamma interleukin phytotherapy stomach necrosis factoralpha drugs chinese herbal interleukin necrosis factoralpha fuzheng epirubicin etoposide interferongamma carboplatin,1
16362,148128,Zhongguo Zhong xi yi jie he za zhi Zhongguo Zhongxiyi jiehe zazhi = Chinese journal of integrated traditional and Western medicine,16983913,observation zhiling capsule treating middleadvanced observe safety zhiling capsule zc treating middleadvanced multicenter doubleblinded parallel method divided whole recipe zc disassembled recipe western medicines zc c disassembled recipe chinese medicines zc pingxiao capsule drugs administered orally changes syndrome qiyin deficiency symptoms qol body weight adverse reactions occurred effective alleviating syndrome ad remitting stuffiness chest improving appetite qol ac elevated improvement superior treatments body weight superior others whole recipe zc therapeutic superior treatments obvious adverse reaction found zc improve symptoms qol middleadvanced diagnosis differential doubleblind method drugs chinese herbal medicine chinese traditional phytotherapy yin deficiency drugs chinese herbal,1
16454,148405,Tumori,17168431,oral glutamine ameliorates chemotherapyinduced changes intestinal permeability interfere antitumor sixty randomly assigned oral glutamine placebo preneoadjuvant cef regimen plasma glutamine level glutamine placebo mmoll mmoll cycle lactulosemannitol ratio placebo glutamine differences grades stomatitis diarrhea changes size expression ki pcna antigens oral glutamine supplementation continued least kept daily record diarrhea stomatitis plasma glutamine level intestinal permeability lactulosemannitol test size analyzed expression ki pcna antigens assessed prophylactic oral glutamine could ameliorate neoadjuvant chemotherapyinduced increase intestinal permeability stomatitis diarrhea interfere antitumor oral protocols biomarkers capillary permeability schedule glutamine immunohistochemistry intestinal absorption neoadjuvant biomarkers glutamine,1
16490,148556,Journal of the American Dietetic Association,1728624,improved food intake reduced nausea vomiting given restricted diet receiving cisplatin cisplatin alone cytotoxic commonly produces intractable nausea vomiting currently highdose antiemetic drugs often refuse continued suboptimal nausea vomiting substantial decline nutritional status pilot receiving cisplatin evaluated nausea vomiting amount food intake subjective assessment wellbeing colorless odorless predetermined meal times daily meal cottage cheese apple sauce vanilla ice cream selected foods controlgroup selected meal studygroup exhibited food intake decreased nausea vomiting scored estimation wellbeing findings preliminary indicate diet helps provide nutrition receiving cisplatin helps create atmosphere believes cisplatin diet energy intake food nausea satisfaction pilot projects random allocation vomiting cisplatin,1
16689,149200,American journal of preventive medicine,1790034,increasing compliance opportunistic cervical screening objective evaluate acceptability interventions designed increase opportunistic cervical screening designed interventions additional usual recruited general practitioners selected random inner metropolitan region sydney australia eligible pap smear allocated minimal maximal interactional interventions obtain consent pap smear main measure pap smear consultation within month also measured acceptability interventions practitioners minimal pap smear maximal pap smear approaches conclude brief advice effective maximal persuasion increasing compliance opportunistic screening routine consultations interventions acceptable practitioners preferred minimal intervention demonstrate opportunistic screening effective acceptable way encourage pap smear counseling evaluation topic family practice mass screening new south wales papanicolaou test acceptance surveys questionnaires uterine cervical vaginal smears,1
16715,149285,Zhongguo Zhong xi yi jie he za zhi Zhongguo Zhongxiyi jiehe zazhi = Chinese journal of integrated traditional and Western medicine,17969893,observation zhiling capsule treating various types midadvanced improving symptom increasing rates qol weight obvious adverse reaction observe zhiling capsule zlc improving symptoms qol various types midadvanced multicentre conducted four hundred midadvanced assigned zlc pingxiao capsule pxc given orally symptoms qol weight adverse reactions zlc could alleviate qiyin deficiency syndrome syndrome improve qol various types midadvanced capsules combinations drugs chinese herbal phytotherapy qi yin deficiency capsules combinations drugs chinese herbal zhiling,1
16732,149346,"Nutrition (Burbank, Los Angeles County, Calif.)",1802209,nutritional evaluation dietetic ninetythree undergo studied affected head neck abdominopelvic randomly distributed experimental allowed eat ad libitum whereas experimental followed strict nutritional protocol covered needs satisfying particular tastes habits collected commenced ended anthropometric analytical parameters determined benefit dietetic experimental head neck abdominopelvic abdominal anthropometry diet head neck nutrition assessment nutritional physiological phenomena,1
16830,149660,Gan to kagaku ryoho. Cancer & chemotherapy,18347392,omega fatty acidcontaining diet racol reduces chemoradiation esophageal recently reported omega fatty acidcontaining diet racol enhances innate immunity reduces mucosal damage intestine aim examine omega fatty acidcontaining diet racol chemoradiation crt esophageal cancers crt evaluated took rakol maximum mlday crt take rakol regarding decrease platelets differ former latter incidence neutropenia lower former latter regard gastrointestinal incidence diarrhea also lower former latter moreover incidence stomatitispharyngitis tended decrease took rakol current indicated omega fatty acidcontaining diet racol beneficial esophageal cancers receive crt reducing crt modality diet esophageal fatty acids omega fatty acids omega,1
16857,149786,Zhongguo zhen jiu = Chinese acupuncture & moxibustion,18481713,observation therapeutic acupuncture points methods could effectively effective acupuncture better medication analgesic acupuncture better step adverse addiction analgesics search safe effective method alleviating sixtysix late divided different degrees mild moderate severe degree randomly divided acupuncture acupuncture severe tender points medication oral according step principle ie mild took aspirin moderate took codeine severe took morphine acupuncture analgesia medicine chinese traditional intractable,1
16917,150034,Cancer causes & control : CCC,1873448,feasibility conducting lungcancer chemoprevention among tin miners yunnan r china tin miners yunnan province southern china extremely percent among old underground mining andor smelting experience extraordinary rates result exposure radon arsenic tobacco smoking cigarettes andor bamboo water pipe determine feasibility conducting largescale lungcancer chemoprevention conducted among currently employed retired miners yunnan tin corporation city gejiu designed answer four questions could potentially eligible miners identified recruited could intervention shipped successfully united states area appropriately distributed would miners adequately adhere protocol comply intervention regimen iv could potential adverse monitored documented sixmonth feasibility yielded affirmative answers questions roster highrisk miners compiled four vitamin iu betacarotene vitamin e iu selenium micrograms administered daily placebos miners according factorial design adherence assessed pill counts serum micronutrient approximately percent findings preliminary indicate fullscale lungcancer chemoprevention population feasible arsenic feasibility radiationinduced occupational diseases compliance radon selenium smoking vitamin vitamin e vitamin vitamin e selenium arsenic radon,1
17096,151487,Journal of the Royal Society of Medicine,2027146,noninvasive stimulation neiguan antiemetic acupuncture point beneficial transcutaneous electrical stimulation antiemetic point neiguan adjuvant standard antiemetics studied chemotherapyinduced sickness adequately antiemetics alone although quite good invasive acupuncture achieved considerable benefit nontoxic procedure large diffuse impedence electrodes simplifies technique hourly application sea bands prolongs antiemetic action best obtained hourly selfadministration transcutaneous electrical stimulation simple batteryoperated tens machine hz activate large easytoplace surface electrode increasing current qi elicited acupuncture points adolescent antiemetics modality self transcutaneous electric nerve stimulation vomiting antiemetics,1
17102,151505,Social science & medicine (1982),2031210,communication awareness death random sample dying people literature suggests openness communicating terminally ill families past decades partly influenced hospice movement present reports perceptions relatives hospital doctors general practitioners nurses knew random sample adults dying england professionals suggest general preference openness illness death tempered consideration bad news needs broken slowly context support recognising everyone wishes know practice people dying likely reported knowing illness would die people dying conditions difference held controlling fact death likely medically expected comparisons show increases due largely told truth frequently hospital doctors due changed practices increase number hospital episodes last nevertheless situations relatives told situations left guess likely still quite common nurses hospice practitioners marginally involved breaking bad news remaining province hospital doctors general practitioners relatives general praised manner told although proportion reported insensitive practice retrospect proportion relatives professionals felt awareness best although preference influenced desire see things good light relatives reported adequate support information given professionals illness whole doctors provided information friends family provided emotional support relatives hospital doctors played increasingly important role providing information general role decreasing area gaps information told enough wrong told reasons decisions lesser extent given information attitude death england ethics medical hospices knowledge psychology physicianpatient relations,1
17275,152924,Annals of internal medicine,2184711,best teach selfexamination factorial design later mammacare found lumps manufactured models traditional lump detection specificity unaffected selfreported examination frequency rose times traditional mammacare physician encouragement improve sensitivity specificity frequency mammacare seven examination techniques traditional less reported worry third nurse instruction stressing tactile skills mammacare mammatech corporation gainesville florida third traditional nurse instruction emphasizing technique traditional third nurse instruction half physician encouragement continuingcare eligible refused participation randomly assigned completed assigned interventions completed posttest later general medicine practice university hospital mammacare instruction resulted longterm improved lump detection examination technique traditional instruction physician encouragement selfexamination instruction emphasize lump detection skills compare methods teaching selfexamination attitude educational measurement services nursing staff palpation education topic role topic self sensitivity specificity teaching,1
17295,153035,Preventive medicine,2193306,feasibility lowfat diet prevention dietary compliance vanguard vanguard conducted examine feasibility nationwide multicenter intervention test hypothesis lowfat diet followed period reduce ages intervention lowfat diet usual diet basis food records baseline fat intakes comparable averaging energy fat intervention reported substantially lower fat intake contrast reported slight reductions fat intake evidence indeed complying lowfat dietary intervention comes reasonable nature reported nutrient changes within food intervention agreement expected differences plasma cholesterol intervention intervention plasma cholesterol difference mgdl expected difference keys equation mgdl difference mgdl expected difference mgdl analyses indicate intervention made substantial dietary changes successfully maintained changes period thus demonstrates feasibility intensive lowfat dietary intervention cholesterol topic dietary fats feasibility multicenter topic compliance topic dietary fats cholesterol,1
17368,153521,American journal of surgery,2240381,immediate delayed shoulder exercises axillary lymph node dissection evaluable enrolled multicenter establish role delayed shoulder exercises wound drainage shoulder function axillary lymph node dissection started active shoulder exercises postoperatively started eight postoperative following week immobilization arm less wound drainage volume difference also differences could established duration volume wound drainage number volume seroma aspirations wound complication rates shoulder function axilla exercise lymph node excision shoulder suction,1
17434,154452,Nursing research,2399132,extremity wraps druginduced shivering pilot nursing intervention amphotericin binduced febrile shivering tested hospitalized extremity wraps modify heat loss skin prevent shivering stimulus duration shivering amount meperidine required shivering suppression shivering duration shorter less less meperidine administered controls differences statistically fact nurses differ propensity narcotic treat shivering make meperidine poor measure shivering found affect myocardial oxygen consumption mvo among subjects shivered mvo reflected pressure product found shivering less pre postshivering periods amphotericin bandages meperidine muscle contraction myocardial contraction oxygen consumption pilot projects shivering amphotericin meperidine,1
17493,154928,"International journal of radiation oncology, biology, physics",2460421,increasing knowledge radiation scripts set education programs developed multidisciplinary team professionals provide information receiving week course external beam radiation programs designed presented sequentially critical points course pretreatment week final week program cancers assessed level knowledge hearing audiotape appropriate posttest half random basis also assessed prior hearing tape pretest split design allowed differentiation true learning multiple assessments knowledge test items developed learning objectives program posttest indicate level learning programs exceeding target correct tested twice posttest scores pretest scores testing found pretreatment week programs final week subjects pretested scored slightly posttest controls pretested additional demonstrated true learning well indicate programs effective increasing knowledge regarding program side strategies manage side research intervention programs discussed audiovisual aids education topic,1
17584,155821,Nursing research,2587289,aerobic interval training functional capacity week aerobic intervaltraining cycle ergometer protocol functional capacity volmax receiving studied subjects stratified baseline functional capacity met experimental ex placebo pl co ex subjects completed week timesweek exercise training program pl subjects participated nonaerobic stretching flexibility exercises co maintained normal activities ex less improvement pre posttest volmax well workload test pl co intervaltraining exercise intervention effective improving functional capacity adjuvant exercise oxygen consumption work,1
17638,156304,Journal of the Royal Society of Medicine,2666662,acupuncture prophylaxis chemotherapyinduced sickness multifacet evaluated electroacupuncture hz applied antiemetic receiving variety drugs involved open pilot placebo crossover definitive history distressing sickness previous basis previous survey would expected chance subsequent sickness either completely absent reduced considerably side encountered limited crossover acupuncture acp point beneficial limited point logistic ethical considerations excluded possibility carrying larger placebocontrolled hands acp effective antiemetic involved brevity action h alternative approach electroacp required technique adopted clinically acupuncture topic nausea vomiting,1
17643,156340,Cancer,2670188,home nursing conducted assess home nursing progressive hundred sixtysix assigned either oncology home ohc oncology home nurses standard home shc regular home nurses office oc whatever needed except home entered diagnosis followed interviewed week intervals across five occasions end differences mood disturbance concerns among differences symptom distress enforced social dependency perceptions home nursing less distress greater independence longer office addition home nursing steadily reported worse perceptions thus remarkable office indicated symptom distress social dependency also indicated perceptions improved suggest home nursing assists forestalling distress symptoms maintaining independence longer comparison home nursing home also include assisting acknowledging reality situation attitude topic home services length stay longitudinal measurement random allocation social support surveys questionnaires washington,1
17717,156853,Asian Pacific journal of cancer prevention : APJCP,27510017,doubleblind placebocontrolled propolis oral mucositis receiving head neck propolis preparations wide range applications various specialties dentistry aim test propolis mouthwash reduction induced oral mucositis om single center randomised undergoing consecutively randomised experimental receiving propolis mouthwash receiving diluted water oral mucositis erythema eating drink ability assessed baseline world organization scale oral mucositis assessment scale omas differences om wound erythema propolis placebo difference eating drink ability interesting propolis completely healed adverse events reported found oral propolis mouthwash undergoing effective intervention improve oral findings shouldlencourage practitioners apply propolis mouth rinse oral adolescent doubleblind method head neck mouth mucosa mouthwashes propolis stomatitis mouthwashes propolis,1
17771,157219,The Canadian journal of urology,28832310,decision aid shared decision making screening shared decision making sdm widely encouraged american urological association choosing wisely screening implementation sdm challenging secondary constraints competing priorities strategy mitigate difficulties implementing sdm utilize decision aid da evaluate whether da improves knowledge affects prostatespecific antigen psa screening rates providing da without personal interaction resulted greater chance undergoing psabased screening without improving knowledge screening understanding consequences decision exacerbated shorter term provider relationship complex issues decision pursue psabased screening tools cannot substitute direct interaction trusted provider da sdm arm likely report discussing implication screening da sdm uc da answered knowledge questions correctly uc arm da arm less likely report always felt encouraged discuss concerns da da sdm uc interestingly stpr da arm likely undergo psabased screening uc arm ltpr usual uc da da sdm perception measured consumer assessment healthcare providers systems cahps survey outcomes stratified long term provider relationship ltpr short term provider relationship stpr knowledge screening decision regarding screening assessed anova logistic regression models decision making decision support techniques early detection knowledge attitudes practice preference prostatic,1
17839,157674,Lymphology,30248729,different compression pressure secondary upper extremity lymphedema evaluated different pressure inelastic multilayer bandages affect reduction secondary arm lymphedema comfort throughout ninetysix lymphedema depending level applied pressure compression complex decongestive cdt intermittent pneumatic compression ipc compression fixed points bilateral arms measured start visit h edema severity measured summary calculation presented relative metric coefficient arm lymphedema rmcal difference sums circumferences edematous arm contralateral side expressed percents order evaluate comfort finishing twoweek assessed level accompanying numeric rating scale nrs start arm circumference difference rmcal h rmcal reduced reduced week statistically difference rmcal values throughout nrs applied bandages better tolerated nrs nrs demonstrate inelastic multilayer bandages applied led reduction swollen arm circumference better tolerated lowest compression produced smallest reduction addition since greatest reduction seen week second week served maintain reduction compression garments able ordered week efficient compression lymphedema manual lymphatic drainage exercise intermittent pneumatic compression devices lymphedema massage mastectomy measurement pressure upper extremity,1
17875,157864,Zhongguo Zhong xi yi jie he za zhi Zhongguo Zhongxiyi jiehe zazhi = Chinese journal of integrated traditional and Western medicine,30634207,curative jiedu shengji recipe preventing treating acute radiation esophagitis induced esophageal jsr better preventing treating moderate severe acute radiation esophagitis concurrent chemoradiotherapy induced esophageal totally midlate esophageal assigned according random digit table concurrent radiochemotherapy took jsr starting successive took mixture dexamethasone lido caine gentamicin taken radiation within radiation discontinued till end radiation occurrence acute radiation esophagitis duration symptoms esophageal radioactive damage degree curative improvement karnofsky performance scale kps incidence adverse reactions occurrence acute radiation esophagitis prolonged duration symptoms shortened statistical difference occurrence mid level degree degree iv acute radiation esophagitis lower z effective statistical difference improvement kps incidence adverse reactions lower statistical difference observe curative jiedu shengji recipe jsr preventing treating acute radiation esophagitis induced esophageal squamous chemoradiotherapy drugs chinese herbal esophageal esophagitis radiation injuries drugs chinese herbal,1
17882,157886,Zhongguo Zhong xi yi jie he za zhi Zhongguo Zhongxiyi jiehe zazhi = Chinese journal of integrated traditional and Western medicine,30650497,modified dachengqi decoction recovery gastrointestinal function rectal objective observe modified dachengqi decoction recovery gastrointestinal function closure protective ileostomy rectal methods seventy pa tients rectal scheduled receive protective ileostomy enrolled subjected antegrade enema modified dachengqi decoction ileostomy therapeutic course ileostomy alone oral feeding anal exhaust ileus length hospital stay oral feeding timeh anal exhaust timeh ileus length hospital stay decreased conclusion modified dachengqi decoction could promote recovery gastroin testinal function rectal gastrointestinal tract ileostomy ileus plant extracts postoperative complications recovery function rectal plant extracts dachengqi decoction,1
17941,158287,Journal of developmental and behavioral pediatrics : JDBP,3220958,psychological distress anxiety young children hypnotic imaginative involvement behavioral distraction standard medical practice reduction distress anxiety children leukemia bone marrow aspirations children intervention sessions given intervention observational ratings distress indicated reductions younger hypnotic whereas older achieved reductions conditions observerrated anxiety second intervention reductions appeared contaminated hypnotic method internal focus allornone whereas distraction appeared require coping skills learned session anxiety behavior child child preschool imagination psychotherapy,1
17967,158411,Bone,3288258,evaluation salmon calcitonin bone metastases cancera salmon calcitonin mrcuday saline placebo given daily injections least bone metastases doubleblind normocalcemic stable regressing start improvement general performance bone detected measured visual analogue scale daily duration consumption analgetic drugs calcitonin judged bone scans radiographs calcitonin affect serum calcium alkaline phosphatase bone glaprotein urinary excretion calcium hydroxyproline serum phosphate magnesium decreased calcitonin concluded salmon calcitonin dosage discernible skeletal general performance bone metabolism metastatic bone decrease serum phosphate magnesium probably indicated calcitonin renal excretion ions bone calcitonin topic doubleblind method electrolytes random allocation electrolytes salmon calcitonin calcitonin,1
18044,158690,JAMA,3339790,improvement bronchial squamous metaplasia smokers folate vitamin report preliminary doubleblind intervention test whether changes folate vitamin nutrition modify severity potentially premalignant lesions identified cytology sputum samples smokers conducted intervention smokers bronchial squamous metaplasia seventythree men history packyears cigarette smoking metaplasia sputum samples stratified according smoking level randomly assigned four either placebo folate plus micrograms hydroxocobalamin direct cytological comparison four greater reduction atypia supplemented provides preliminary evidence atypical bronchial squamous metaplasia reduced supplementation folate vitamin significance findings tempered substantial spontaneous variation sputum cytologies population short duration supraphysiological doses folate construed pointing potential way preventing individuals continue smoke supporting selfmedication large doses folate smokers bronchi doubleblind method folic acid metaplasia random allocation smoking sputum vitamin folic acid vitamin,1
